time,latitude,longitude,pitch,yaw,roll,altitude,heading,gvelocity,vvelocity,fvelocity,xaccel,yaccel,zaccel,aoa,gratio,temperature,distance
(yyyy-MM-ddTHH:mm:ssZ),(deg),(deg),(deg),(deg),(deg),(m),(deg),(km/hr),(km/hr),(km/hr),(m/s2),(m/s2),(m/s2),(deg),(ratio),(celsius),(km)
2017-04-13T15:09:22Z,51.055985,-114.127297,176.25,190.19,74.62,1102.12,-80.71,36.48,2250,2250.3,-141.91,6480,6458.18,0,0.02,13.75,0.464272222
2017-04-13T15:09:23Z,51.055987,-114.127433,179.62,191.5,83.81,1102.19,-79.22,34.39,-225,227.61,-7.52,-8910,-7281.66,0,-0.15,13.75,0.473825
2017-04-13T15:09:24Z,51.055988,-114.127542,163,190.81,79.06,1102.19,-76.47,27.27,0,27.27,-25.65,810,-721.25,0,0,13.69,0.4814
2017-04-13T15:09:25Z,51.055997,-114.127628,141.69,196.94,72.25,1101.88,-76.02,22.06,1125,1125.22,-18.75,4050,3952.62,0,0.02,13.69,0.487527778
2017-04-13T15:09:26Z,51.056017,-114.127708,138.94,225.06,66.88,1102.62,-70.29,21.66,-2700,2700.09,-1.43,-13770,5669.53,0,-0.01,13.69,0.493544444
2017-04-13T15:09:27Z,51.05605,-114.127777,149.94,254.75,62.31,1103,-58.39,21.76,-1350,1350.18,0.38,4860,-4859.68,0,-0.02,13.62,0.499588889
2017-04-13T15:09:29Z,51.056197,-114.127807,163.38,270.25,63.5,1103.06,-62.35,59.19,-225,232.66,134.73,4050,-4023.07,0,-0.26,13.62,0.516030556
2017-04-13T15:09:30Z,51.056287,-114.127808,170.81,276.69,67.5,1103.12,-61.91,36.03,-225,227.87,-83.39,0,-17.24,0,-0.16,13.62,0.526038889
2017-04-13T15:09:31Z,51.056383,-114.127807,171.56,277.44,68.5,1102.94,-60.96,38.7,675,676.11,9.6,3240,1613.67,0,0.06,13.62,0.536788889
2017-04-13T15:09:32Z,51.056488,-114.127803,172.75,278.38,70,1103.62,-58.67,42.04,-2475,2475.36,12.03,-11340,6477.3,0,-0.02,13.56,0.548466667
2017-04-13T15:09:33Z,51.056593,-114.1278,173.94,278.81,71.12,1103.38,-63.43,42.04,900,900.98,-0.01,12150,-5667.75,0,0.05,13.56,0.560144444
2017-04-13T15:09:34Z,51.0567,-114.127797,176.19,279.75,71.81,1103.31,-69.1,42.71,225,229.02,2.41,-2430,-2419.07,0,0.19,13.56,0.572008333
2017-04-13T15:09:35Z,51.056807,-114.127793,177,280.25,72.81,1103.12,-65.32,42.71,675,676.35,0,1620,1610.4,0,0.06,13.56,0.583872222
2017-04-13T15:09:37Z,51.057027,-114.127793,178.88,280.75,73,1103.56,-65.97,88.06,-1575,1577.46,163.28,-8100,3244,0,-0.06,13.5,0.608333333
2017-04-13T15:09:38Z,51.057138,-114.12779,178.31,280.5,73.38,1102.94,-67.93,44.71,2250,2250.44,-156.08,13770,2422.74,0,0.02,13.5,0.620752778
2017-04-13T15:09:39Z,51.057248,-114.127788,179.19,280.75,73.88,1102.38,-63.43,44.03,2025,2025.48,-2.42,-810,-809.88,0,0.02,13.5,0.632983333
2017-04-13T15:09:40Z,51.057358,-114.127788,178.81,280.5,74.38,1102.12,-65.62,44.03,900,901.08,0,-4050,-4047.85,0,0.05,13.44,0.645213889
2017-04-13T15:09:41Z,51.057465,-114.127788,177.62,280.19,74.75,1101.94,-67.27,42.7,675,676.35,-4.81,-810,-809.02,0,0.06,13.44,0.657075
2017-04-13T15:09:42Z,51.05757,-114.12779,-178.88,281.38,77.75,1101.25,-63.28,42.03,2475,2475.36,-2.39,6480,6476.43,0,0.02,13.44,0.66875
2017-04-13T15:09:43Z,51.057665,-114.12779,171,277.94,75,1101.62,-73.8,38.03,-1350,1350.54,-14.42,-13770,-4049.36,0,-0.03,13.38,0.679313889
2017-04-13T15:09:44Z,51.057758,-114.12779,177.5,279.44,74.94,1101.06,-74.31,37.36,2025,2025.34,-2.4,12150,2429.31,0,0.02,13.38,0.689691667
